company_code,report_period,risk_probability,risk_rank,risk_level
002069.SZ,20200630,0.472770109861431,126,A-极高
002770.SZ,20200630,0.47151873876460454,127,A-极高
002005.SZ,20220331,0.4705385581747352,128,A-极高
000038.SZ,20220331,0.4675933836156122,129,A-极高
002528.SZ,20240331,0.46558976822949466,130,A-极高
000980.SZ,20201231,0.4647482993324331,131,A-极高
002316.SZ,20220930,0.4625304546266657,132,A-极高
000673.SZ,20200331,0.45985188459495835,133,A-极高
000927.SZ,20200331,0.4596794533403664,134,A-极高
600225.SH,20200331,0.45953316356711715,135,A-极高
002354.SZ,20220331,0.4588688982065183,136,A-极高
002168.SZ,20211231,0.45639209685153165,137,A-极高
002427.SZ,20220331,0.454570669533093,138,A-极高
002159.SZ,20230331,0.45456812031607186,139,A-极高
002471.SZ,20230331,0.4543589258557509,140,A-极高
000980.SZ,20220930,0.4536025553506651,141,A-极高
002146.SZ,20230331,0.4535770403865124,142,A-极高
002104.SZ,20220331,0.45213566195500454,143,A-极高
002005.SZ,20221231,0.45068838598467276,144,A-极高
000040.SZ,20210630,0.4503539494391151,145,A-极高
000638.SZ,20210930,0.45034108385058047,146,A-极高
002121.SZ,20210331,0.44992686991296693,147,A-极高
002471.SZ,20210331,0.4486574107479423,148,A-极高
002387.SZ,20211231,0.44632191404838706,149,A-极高
000669.SZ,20200331,0.4459827787070078,150,A-极高
002485.SZ,20221231,0.44598126630638235,151,A-极高
002822.SZ,20240331,0.4439408429561865,152,A-极高
002069.SZ,20220331,0.4432355682379894,153,A-极高
002146.SZ,20220930,0.44313348566298666,154,A-极高
002808.SZ,20240930,0.44235229429406553,155,A-极高
002175.SZ,20220331,0.44023844498429643,156,A-极高
002279.SZ,20200331,0.4399321330245917,157,A-极高
002159.SZ,20221231,0.43963889639982506,158,A-极高
002316.SZ,20210930,0.43672597797992696,159,A-极高
002781.SZ,20220630,0.4365549686363469,160,A-极高
002471.SZ,20210630,0.4364624219260471,161,A-极高
000980.SZ,20200630,0.43606806644608465,162,A-极高
002005.SZ,20211231,0.4360284424032336,163,A-极高
002471.SZ,20210930,0.43575813115774964,164,A-极高
000908.SZ,20200331,0.43542485227147204,165,A-极高
000669.SZ,20240331,0.43502233339466767,166,A-极高
000697.SZ,20230331,0.4339764991201392,167,A-极高
002175.SZ,20200331,0.43310259188246353,168,A-极高
002316.SZ,20230930,0.4330195449677877,169,A-极高
002770.SZ,20210331,0.43242020100070483,170,A-极高
002808.SZ,20231231,0.4318486469656491,171,A-极高
000679.SZ,20201231,0.43106440646535465,172,A-极高
002069.SZ,20230331,0.4278284350756372,173,A-极高
000671.SZ,20220630,0.4274428779194682,174,A-极高
002529.SZ,20210630,0.42694826227730026,175,A-极高
000673.SZ,20210930,0.42683163143675007,176,A-极高
000837.SZ,20200331,0.42671223850707407,177,A-极高
002742.SZ,20220331,0.42621942124209855,178,A-极高
002667.SZ,20220331,0.42399072371138957,179,A-极高
600080.SH,20200331,0.4204351487614845,180,A-极高
000638.SZ,20230331,0.41964545454466057,181,A-极高
002005.SZ,20200331,0.4193160390762835,182,A-极高
002471.SZ,20200930,0.41908471406841236,183,A-极高
002175.SZ,20210331,0.41805776357462965,184,A-极高
002427.SZ,20210930,0.4173742362187758,185,A-极高
000038.SZ,20210331,0.41727708636131716,186,A-极高
002121.SZ,20210630,0.4171974120984252,187,A-极高
000546.SZ,20231231,0.416450354457477,188,A-极高
000908.SZ,20221231,0.4162859026505234,189,A-极高
002586.SZ,20200930,0.4162367101237884,190,A-极高
000669.SZ,20221231,0.41556245061401165,191,A-极高
002387.SZ,20210331,0.4149019492243214,192,A-极高
002069.SZ,20210930,0.4148956793956158,193,A-极高
002175.SZ,20201231,0.4146504106394665,194,A-极高
000410.SZ,20200331,0.414250832685355,195,A-极高
002024.SZ,20220930,0.41417521889195846,196,A-极高
002586.SZ,20230331,0.41407385629050264,197,A-极高
002611.SZ,20200331,0.4138563232749555,198,A-极高
002445.SZ,20200331,0.4127026985452427,199,A-极高
600358.SH,20200331,0.41088004293280866,200,A-极高
002005.SZ,20200630,0.410739015406696,201,A-极高
600385.SH,20210331,0.4099871148245576,202,A-极高
002417.SZ,20230331,0.40980492461553264,203,A-极高
000068.SZ,20240331,0.40926252208960834,204,A-极高
002437.SZ,20200331,0.40910804269883805,205,A-极高
002586.SZ,20220630,0.4085492320252938,206,A-极高
002175.SZ,20210630,0.4081737530868014,207,A-极高
002586.SZ,20211231,0.40726171721869386,208,A-极高
002521.SZ,20200331,0.4058269122544854,209,A-极高
002383.SZ,20230331,0.40577731478220713,210,A-极高
002235.SZ,20210331,0.4050012101454107,211,A-极高
002742.SZ,20210630,0.40450823975459066,212,A-极高
002167.SZ,20200331,0.4039051009327531,213,A-极高
000068.SZ,20221231,0.4014440952044056,214,A-极高
002491.SZ,20200331,0.40111847629852193,215,A-极高
002310.SZ,20240930,0.40099471355629146,216,A-极高
600234.SH,20200331,0.40097159026617785,217,A-极高
600844.SH,20200331,0.3997886011049396,218,A-极高
002121.SZ,20200331,0.39959795125040964,219,A-极高
002146.SZ,20230630,0.39959678576730806,220,A-极高
000669.SZ,20220930,0.3995507247661888,221,A-极高
000151.SZ,20200331,0.3985187978554295,222,A-极高
002529.SZ,20201231,0.39821026848731816,223,A-极高
000796.SZ,20231231,0.39777919189393474,224,A-极高
002742.SZ,20230630,0.3970586602831615,225,A-极高
002528.SZ,20230331,0.39667941502903425,226,A-极高
000409.SZ,20210331,0.3961269853893196,227,A-极高
300439.SZ,20200331,0.3952865361101389,228,A-极高
002354.SZ,20211231,0.39515292277222297,229,A-极高
002471.SZ,20220331,0.39454642035776377,230,A-极高
000679.SZ,20220331,0.39439113749078225,231,A-极高
002069.SZ,20211231,0.3939778288051739,232,A-极高
002297.SZ,20200331,0.3932957432400806,233,A-极高
002121.SZ,20211231,0.392969141719033,234,A-极高
002427.SZ,20221231,0.3913405356241759,235,A-极高
000908.SZ,20211231,0.39081462286614327,236,A-极高
002856.SZ,20200331,0.3907824542212587,237,A-极高
000040.SZ,20221231,0.390568855128301,238,A-极高
002742.SZ,20220930,0.3902063589742985,239,A-极高
600122.SH,20230331,0.3898098361837152,240,A-极高
002175.SZ,20211231,0.3890375595627425,241,A-极高
002625.SZ,20201231,0.3882723522517836,242,A-极高
002123.SZ,20201231,0.3882238746791459,243,A-极高
002770.SZ,20201231,0.38679371463391277,244,A-极高
000679.SZ,20221231,0.38675675069063853,245,A-极高
002217.SZ,20241231,0.3865413166607644,246,A-极高
002742.SZ,20221231,0.38650617955903993,247,A-极高
000796.SZ,20240331,0.38472132964801237,248,A-极高
002024.SZ,20220630,0.38299274919653226,249,A-极高
600387.SH,20200331,0.38276165696069103,250,A-极高
002121.SZ,20210930,0.38262957406365383,251,A-极高
002316.SZ,20210630,0.38144458833665734,252,A-极高
002520.SZ,20240331,0.37996709623628544,253,A-极高
002808.SZ,20230930,0.3797202374486167,254,A-极高
000697.SZ,20230930,0.37782616649849,255,A-极高
000679.SZ,20200930,0.3770071779310756,256,A-极高
002175.SZ,20210930,0.37686269910387643,257,A-极高
000796.SZ,20230630,0.37667117206885814,258,A-极高
688086.SH,20220930,0.37663561100177373,259,A-极高
002217.SZ,20230331,0.37530509355421493,260,A-极高
000863.SZ,20220331,0.3752917457952624,261,A-极高
000766.SZ,20201231,0.3746978632020764,262,A-极高
002471.SZ,20211231,0.3744710459918003,263,A-极高
600122.SH,20201231,0.37446442192493096,264,A-极高
000040.SZ,20200331,0.37357048958327127,265,A-极高
002217.SZ,20210930,0.3734580856416138,266,A-极高
002586.SZ,20210630,0.37267829964444976,267,A-极高
834407.BJ,20240630,0.37181928499430417,268,A-极高
002529.SZ,20200331,0.37146609454000956,269,A-极高
002348.SZ,20210331,0.37130882366537077,270,A-极高
002992.SZ,20220331,0.37118372221159684,271,A-极高
002310.SZ,20241231,0.36949575755758557,272,A-极高
603387.SH,20200331,0.36937410943164684,273,A-极高
002417.SZ,20200331,0.36831178439957796,274,A-极高
002350.SZ,20200331,0.3682329172405083,275,A-极高
002316.SZ,20240331,0.36696804942995587,276,A-极高
002217.SZ,20211231,0.366752346964188,277,A-极高
002024.SZ,20221231,0.36597273299552635,278,A-极高
002625.SZ,20200930,0.3657572503486673,279,A-极高
002329.SZ,20230331,0.36350163512260736,280,A-极高
002517.SZ,20210331,0.3628586931836455,281,A-极高
000821.SZ,20200331,0.3628542394774355,282,A-极高
002310.SZ,20240630,0.36248113783333547,283,A-极高
000889.SZ,20241231,0.36217394608700315,284,A-极高
002517.SZ,20200630,0.36128188413628526,285,A-极高
002146.SZ,20220630,0.36077846711114964,286,A-极高
000980.SZ,20230331,0.3599380274825168,287,A-极高
002383.SZ,20240331,0.3598141321837235,288,A-极高
600146.SH,20210630,0.3586289967390742,289,A-极高
002024.SZ,20210930,0.3585931963160833,290,A-极高
600614.SH,20200331,0.3584476096522798,291,A-极高
002781.SZ,20220930,0.35787990531641645,292,A-极高
002123.SZ,20210630,0.35776511012712975,293,A-极高
002310.SZ,20240331,0.3550316685800953,294,A-极高
002692.SZ,20220331,0.3537788807630213,295,A-极高
000679.SZ,20230331,0.3530555939341962,296,A-极高
603030.SH,20200331,0.3524426502354462,297,A-极高
002427.SZ,20201231,0.35190090154055953,298,A-极高
000908.SZ,20220930,0.34999934409456235,299,A-极高
603598.SH,20200331,0.3499011486957601,300,A-极高
002163.SZ,20200331,0.34970921178553843,301,A-极高
000005.SZ,20220630,0.34958063179661647,302,A-极高
000889.SZ,20240331,0.34870202555999197,303,A-极高
002217.SZ,20220331,0.34716354786400777,304,A-极高
002485.SZ,20220930,0.34708509602812704,305,A-极高
002529.SZ,20211231,0.3470132642996552,306,A-极高
002295.SZ,20240331,0.346766122508031,307,A-极高
002005.SZ,20220930,0.34671561773143755,308,A-极高
600758.SH,20210331,0.34670736353901044,309,A-极高
002055.SZ,20240331,0.34660812158358945,310,A-极高
600385.SH,20200331,0.3463478548831994,311,A-极高
000502.SZ,20210331,0.34631672542107805,312,A-极高
002485.SZ,20230930,0.3462308784218857,313,A-极高
002121.SZ,20200930,0.3461910752042071,314,A-极高
000020.SZ,20200331,0.3438040299983128,315,A-极高
002742.SZ,20240331,0.3432867556759366,316,A-极高
002024.SZ,20211231,0.3427659163883283,317,A-极高
002770.SZ,20200930,0.342143831059915,318,A-极高
000638.SZ,20221231,0.3419355139530803,319,A-极高
002622.SZ,20240331,0.3417860806251223,320,A-极高
002387.SZ,20210630,0.34174578710092296,321,A-极高
000005.SZ,20230930,0.34144060018754196,322,A-极高
002319.SZ,20210331,0.3413269957088534,323,A-极高
000980.SZ,20220630,0.3410596308987534,324,A-极高
000669.SZ,20210930,0.34098122858098756,325,A-极高
000701.SZ,20200331,0.3409723161171732,326,A-极高
002393.SZ,20200331,0.3408639844400662,327,A-极高
002471.SZ,20221231,0.3400786704037268,328,A-极高
000669.SZ,20220630,0.3395507774165535,329,A-极高
002217.SZ,20220930,0.3394803436556479,330,A-极高
002134.SZ,20200331,0.33912370059080643,331,A-极高
002348.SZ,20200331,0.3387653280345265,332,A-极高
000005.SZ,20231231,0.3387085868593903,333,A-极高
002217.SZ,20240930,0.33837101061681196,334,A-极高
600986.SH,20200331,0.33716494119636864,335,A-极高
002069.SZ,20210630,0.3368099619159384,336,A-极高
002488.SZ,20201231,0.33574544061829725,337,A-极高
600222.SH,20200331,0.33569256945577264,338,A-极高
000673.SZ,20210630,0.33536018932809997,339,A-极高
000546.SZ,20230930,0.3346781984917502,340,A-极高
000040.SZ,20240331,0.33392461423218006,341,A-极高
600781.SH,20210331,0.33384504206258764,342,A-极高
002310.SZ,20200331,0.33339431206981124,343,A-极高
002445.SZ,20220331,0.3332974950334985,344,A-极高
002253.SZ,20240331,0.3327069253919184,345,A-极高
000766.SZ,20200331,0.3323726001749474,346,A-极高
002770.SZ,20200331,0.33210431552443975,347,A-极高
002217.SZ,20240630,0.331993289867593,348,A-极高
002024.SZ,20210331,0.33153855938752835,349,A-极高
002505.SZ,20240331,0.3312988728648768,350,A-极高
000040.SZ,20210930,0.33126904747035485,351,A-极高
000796.SZ,20230930,0.331219130948398,352,A-极高
000980.SZ,20230630,0.33115460361930027,353,A-极高
600146.SH,20210331,0.3309379002190591,354,A-极高
000737.SZ,20200331,0.33019207676466195,355,A-极高
002781.SZ,20230331,0.3300617302991959,356,A-极高
002782.SZ,20200331,0.3296584246285677,357,A-极高
002146.SZ,20240331,0.32964742061388963,358,A-极高
002104.SZ,20230331,0.3296109457705457,359,A-极高
002024.SZ,20230930,0.3294431890164859,360,A-极高
002348.SZ,20201231,0.329299206809573,361,A-极高
002005.SZ,20220630,0.3284448797913398,362,A-极高
002586.SZ,20201231,0.3281683886629123,363,A-极高
002586.SZ,20200630,0.3281075625260032,364,A-极高
002005.SZ,20200930,0.32743769141141355,365,A-极高
600807.SH,20200331,0.32683190704025,366,A-极高
002024.SZ,20230331,0.32671706098562586,367,A-极高
002121.SZ,20220930,0.32661920128332633,368,A-极高
002168.SZ,20200630,0.3255519443982311,369,A-极高
600331.SH,20201231,0.3245900136755783,370,A-极高
000005.SZ,20211231,0.32404316024272456,371,A-极高
002528.SZ,20241231,0.3239543595896507,372,A-极高
002427.SZ,20220930,0.32386921972897276,373,A-极高
000980.SZ,20240331,0.32369716641800983,374,A-极高
002167.SZ,20230331,0.32368539178690947,375,B-高
002586.SZ,20221231,0.3235842000289532,376,B-高
688086.SH,20220331,0.3229789147249226,377,B-高
000927.SZ,20200630,0.32254073144951456,378,B-高
002445.SZ,20201231,0.3224428226529998,379,B-高
600767.SH,20200331,0.32215408830937503,380,B-高
002279.SZ,20200930,0.32203305258270165,381,B-高
002024.SZ,20231231,0.32113676707803546,382,B-高
000005.SZ,20221231,0.320024868757264,383,B-高
002809.SZ,20200331,0.3199277366366142,384,B-高
002310.SZ,20211231,0.3192610426979495,385,B-高
002667.SZ,20220930,0.31836557735718524,386,B-高
600122.SH,20210331,0.3182430090718573,387,B-高
002667.SZ,20221231,0.3176367052089673,388,B-高
002123.SZ,20200930,0.31741237362074914,389,B-高
000679.SZ,20210331,0.31727096491860485,390,B-高
002310.SZ,20220930,0.3164437288350481,391,B-高
600866.SH,20200331,0.31560662623074803,392,B-高
600306.SH,20200331,0.31490403210832285,393,B-高
002445.SZ,20210331,0.3146492799007587,394,B-高
000040.SZ,20211231,0.3144419373881145,395,B-高
002485.SZ,20220630,0.3143329149070095,396,B-高
688086.SH,20220630,0.31355411490441926,397,B-高
002615.SZ,20200331,0.3131237390830405,398,B-高
000040.SZ,20220930,0.31304969378932485,399,B-高
000796.SZ,20220930,0.3127558285287987,400,B-高
002529.SZ,20230331,0.3124243565417084,401,B-高
002488.SZ,20200930,0.3123041077626785,402,B-高
831768.BJ,20240331,0.31230224239406834,403,B-高
000669.SZ,20231231,0.3122189232941995,404,B-高
002586.SZ,20240630,0.3117100184270882,405,B-高
002069.SZ,20221231,0.31154712448552346,406,B-高
000697.SZ,20200331,0.31154608913246845,407,B-高
002517.SZ,20200930,0.30994213866852094,408,B-高
002310.SZ,20210930,0.30945910126756904,409,B-高
002667.SZ,20200331,0.309371109563215,410,B-高
000638.SZ,20240331,0.30855208721952715,411,B-高
002445.SZ,20210630,0.3084982820962665,412,B-高
000502.SZ,20200331,0.3084800028949896,413,B-高
000005.SZ,20210331,0.3081386602980096,414,B-高
002625.SZ,20210331,0.3081069704699386,415,B-高
000068.SZ,20200331,0.3079905299637754,416,B-高
002069.SZ,20220630,0.307770249651243,417,B-高
000409.SZ,20211231,0.3072096525933632,418,B-高
002808.SZ,20200331,0.3069676495384047,419,B-高
000040.SZ,20200630,0.3069310009712044,420,B-高
000679.SZ,20210630,0.3068603644298041,421,B-高
000546.SZ,20240331,0.3063564222374266,422,B-高
000638.SZ,20200331,0.3062067604448151,423,B-高
002667.SZ,20220630,0.30575065683058983,424,B-高
600781.SH,20200331,0.3056802887467532,425,B-高
000595.SZ,20210331,0.30519702060976667,426,B-高
002505.SZ,20210930,0.30512618287689586,427,B-高
002943.SZ,20210331,0.3049140893634405,428,B-高
002498.SZ,20200331,0.30475489645445064,429,B-高
002505.SZ,20211231,0.30464176707110857,430,B-高
002808.SZ,20240331,0.3045087528305241,431,B-高
000679.SZ,20211231,0.30433119851849577,432,B-高
002316.SZ,20231231,0.3041716847543917,433,B-高
002528.SZ,20200331,0.3041702383512036,434,B-高
000889.SZ,20221231,0.3039045539578413,435,B-高
000638.SZ,20220331,0.3039011504901182,436,B-高
002123.SZ,20230331,0.3033406997820894,437,B-高
000038.SZ,20200630,0.30332110358050773,438,B-高
002798.SZ,20240331,0.30331186223362083,439,B-高
600385.SH,20200630,0.3029140177106128,440,B-高
002217.SZ,20230930,0.30281481090996415,441,B-高
000409.SZ,20200331,0.3026128585051772,442,B-高
002217.SZ,20221231,0.30234148069531847,443,B-高
002742.SZ,20241231,0.3020261329115453,444,B-高
002505.SZ,20230930,0.30190488171905705,445,B-高
000671.SZ,20220331,0.30172386372239646,446,B-高
833171.BJ,20231231,0.30154387837701835,447,B-高
002329.SZ,20200331,0.30137685613925896,448,B-高
000036.SZ,20200331,0.3005340128944546,449,B-高
600715.SH,20201231,0.3004659675533733,450,B-高
002485.SZ,20200331,0.30038166893369767,451,B-高
000502.SZ,20210930,0.29987839055245485,452,B-高
002383.SZ,20200331,0.2996648223380284,453,B-高
002146.SZ,20230930,0.299397284771437,454,B-高
000410.SZ,20210630,0.2991059354032755,455,B-高
002329.SZ,20221231,0.29869437810064625,456,B-高
000040.SZ,20230331,0.298315958042994,457,B-高
600146.SH,20201231,0.2981631198751967,458,B-高
000502.SZ,20210630,0.2981423633387469,459,B-高
600749.SH,20200331,0.2980911589632363,460,B-高
002387.SZ,20210930,0.29658745167004524,461,B-高
002024.SZ,20220331,0.29651609045884825,462,B-高
002278.SZ,20200331,0.29619771905519127,463,B-高
002943.SZ,20200331,0.29588343267357725,464,B-高
002146.SZ,20231231,0.2958213579031111,465,B-高
002528.SZ,20240930,0.2957194289525149,466,B-高
000410.SZ,20230630,0.2939416476514677,467,B-高
000863.SZ,20210331,0.29349599512905383,468,B-高
600781.SH,20221231,0.2931185417763769,469,B-高
600781.SH,20211231,0.293067078969369,470,B-高
600303.SH,20220630,0.2929616462710505,471,B-高
002253.SZ,20200331,0.2929433498596945,472,B-高
002310.SZ,20220630,0.29285534256538354,473,B-高
000502.SZ,20211231,0.2922930338560973,474,B-高
002121.SZ,20201231,0.2915710562516693,475,B-高
002842.SZ,20200331,0.29157046622350397,476,B-高
002622.SZ,20210930,0.2907209134173903,477,B-高
000889.SZ,20220630,0.29070843329595314,478,B-高
002505.SZ,20231231,0.28930889181550007,479,B-高
603030.SH,20211231,0.28912790252340304,480,B-高
002405.SZ,20230331,0.28821680334523864,481,B-高
601369.SH,20200331,0.2881826473465644,482,B-高
000918.SZ,20200331,0.28814063953879776,483,B-高
002405.SZ,20200331,0.2878248358886847,484,B-高
002329.SZ,20200630,0.28781893897900435,485,B-高
002387.SZ,20200331,0.2872868697812204,486,B-高
002659.SZ,20201231,0.2872512734197589,487,B-高
000697.SZ,20231231,0.2867886904851473,488,B-高
002869.SZ,20220331,0.2860428097632925,489,B-高
600198.SH,20200331,0.2860238765221984,490,B-高
000980.SZ,20230930,0.2858678318103988,491,B-高
002338.SZ,20200331,0.28554584917953396,492,B-高
002615.SZ,20210331,0.2853206434912879,493,B-高
600781.SH,20210630,0.28529203582377466,494,B-高
002528.SZ,20220331,0.28525364304128076,495,B-高
002367.SZ,20200331,0.28516338231329497,496,B-高
831152.BJ,20240630,0.2851019469535523,497,B-高
000038.SZ,20210930,0.2847352102344648,498,B-高
002167.SZ,20220331,0.2845415102931399,499,B-高
600804.SH,20230331,0.284472599045958,500,B-高
002350.SZ,20200630,0.2840755209609208,501,B-高
600962.SH,20200331,0.2840361293571928,502,B-高
600303.SH,20220930,0.2838703435218864,503,B-高
002869.SZ,20211231,0.28384866557265476,504,B-高
002471.SZ,20220930,0.28350724007056455,505,B-高
603863.SH,20210331,0.28345324358039337,506,B-高
600243.SH,20200331,0.28297748283356616,507,B-高
002529.SZ,20210930,0.282653968216782,508,B-高
002527.SZ,20220630,0.28257093094808305,509,B-高
002576.SZ,20200331,0.2825124742083277,510,B-高
002317.SZ,20200331,0.28200195944008477,511,B-高
002870.SZ,20210630,0.28185810213820134,512,B-高
600198.SH,20220331,0.2810042132519859,513,B-高
002316.SZ,20201231,0.2808903983718173,514,B-高
601258.SH,20200331,0.2805377280912756,515,B-高
002024.SZ,20201231,0.280015049161523,516,B-高
002024.SZ,20240630,0.2799689354926783,517,B-高
002529.SZ,20221231,0.27939375555516593,518,B-高
000927.SZ,20200930,0.279332319159432,519,B-高
002279.SZ,20200630,0.2792142035223218,520,B-高
000829.SZ,20200331,0.2791399049730862,521,B-高
600303.SH,20230331,0.2784228562526416,522,B-高
600387.SH,20200630,0.2775801456592858,523,B-高
002121.SZ,20200630,0.27753196270662417,524,B-高
000697.SZ,20221231,0.2775269827009973,525,B-高
